blockHash,transactionHash,from,to,gas,gasPrice,value
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xe5d34a54b17384881da54cce6d717512858961415b4adb849a1c35b125da9b05,0xE441e8Af28bc272720CEd8aFD77205475C6c12a8,0xA53778C8D50546df1973D21F3729f7315dbE697d,72940,223453596684,0.05
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xec70c2605047e1d60aa8efc6f49d016ed646f35a81c5deedd2623f0736e0e209,0x85F0a451c361Bb660DB320798b37639eaF676455,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,201963,223453596684,1
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xb6267556fa41a9b138b143e0bb85a5534e0f5fcb0b6179a2646bcf58ed1fff4f,0x30B10676A88A5bCf882Abf5ABabC5b0D8b7cEb81,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203244,223453596684,0.1
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x125546a26b968cbbc1164af3066ba316aa41b4da090219d8f0cb4da0c1a36027,0x8bc407baFB666B1b88a15CA55B1bAF9705A0e6dd,0x61493CdcC7390d0f77F1a00c0Ad04BB874ec59eB,21000,223453596684,7.6757974942908795
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x8e1d4491dcc646f7759d21ef65898d8183f3261a2dc6e2b3fce781bb7df7a671,0xD5a5a16F3dcae1B9fB55f94c8780bbBE8EF72F4A,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,203132,223453596684,0.444
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x5b2fac61c3412904afd2927d3a5fa63ae01ceacac3bae794e647b777824be012,0x1565f0c48c06bC006095591A4c3FE4A6F39712cF,0x4Fb095F9Da287aEff5B54dB601e37342Fa494333,90000,223453596684,0.24
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xfd8620c4bfb4c71aab5be9e397c0675ddde20c308d71d92ee5f5047fa9183892,0x0D35463d47eAb6c23a2f84235373B7a3991A1752,0xa7BA072fb268A4d6E6c0470B5a204092D449dc0C,21000,223453596684,0.01490297
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x43258a4af628d9eba87eef2a483325c69e867eafc221d9a1de1e0e18cd4be5af,0x568b9a9B385B018f0cedA05E1547F4df361a58c5,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,222795,223453596684,0.28
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x38c0f0655368afaff30982cc75eaad613c6e516bf97dbff3353ce0961853fcd8,0x1565f0c48c06bC006095591A4c3FE4A6F39712cF,0x8BE37A5Fd3370c242d808F2617688A569eE972C9,90000,223453596684,0.24
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x093ddf1d56b6220bff7e8ae298229b844c17f0203811593093d5f747c55bbef5,0x91D471e65C4fa31a06F2aBFE1E0385eB16AEb819,0x1996E3976222e9bA04d9dfc7723f260B5DfEc06F,21000,223453596684,0.1
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xe52ff25ddbd359f753dd844dd6eb506ed120dcdedb6c300f32a880b7a13ce542,0xF4257e136317814DDAD6A6909333f17FeC2C9Ee2,0xA549D6bd832E532cBC9131E3d8014b71a11f98Cb,21000,223453596684,0.01069819204007336
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xe5efd98ee304f98c8067fd551d747beb2588807b2b3ad27be56aaa26a8f3dffe,0x07C7864A8b42c375aB70EB44Ee5fcF6ee3B0a63e,0x82E0b8cDD80Af5930c4452c684E71c861148Ec8A,163003,223453596684,1.7
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xbba14e4dde6af4e33bd4dfe42a54da6303ecfc477a19a713a38564ad7d050984,0xD36705A37b12b8CeBab8df48C8668078E8f1a78b,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,284090,223453596684,0.05
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x697afe70c39a3597cc1e0be5968e83c58d0e557a7fd5fa2acdfe18ce966d74e1,0x3b3320391EF9669893944d48cA021BEc6c879207,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,284119,223453596684,0.15
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x5c24086e0b0ba38bb00b05f4d8113826371a9c8b43c51ccf1df39a670c335524,0x03B0f3107189e48BbeC1f50a312dF3BcCD318f9b,0x939a3Cd870341d2F27F8450d751d6d0B944cb80b,21000,223453596684,0.205
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x023a91e31cbbf1f045125312199eeb4f4e56d10728a42f5becab48b3894b61a8,0xcf4b7559f64c7e55164524CfFE74843873428153,0x1111111254EEB25477B68fb85Ed929f73A960582,189661,223447596684,0.3
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0xd16d7dd7e2276ae6c7ca6a8f30b9889a7b5e3bf3dc215c2e9bcfc22b0aceafdf,0x5BB6Fe4e03Ca9E20CC22619A6B78178b6DA3325A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,45038,223447596684,0.040640026731063296
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x9f3bacaedeb49b4cf62974dd6373dea592d2b642044609d87f9b1283c2b97e00,0xF8Eb936d8d000d5553c5046d19EF9f8FEb433C47,0xb584D4bE1A5470CA1a8778E9B86c81e165204599,28694,223447596684,0.016
0xbbbf5fefcd225265966cd54c25259dd8d6e19ab007af279164dfaa9498ea19d1,0x53fdf3478c5307094b1e255e6b8f06f96aa26d4786adb105f6ed3d3c75870bb5,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,0x4675C7e5BaAFBFFbca748158bEcBA61ef3b0a263,27500,223353596684,0.6517062839137227
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xeb28af80314a7f3fadbb16b8cc286951bc6435beeb80288786107782af4dedb2,0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13,0x6b75d8AF000000e20B7a7DDf000Ba900b4009A80,203188,229668338910,2.4258985241e-8
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xb8d964aa203cb2387d9fe333d274a58df1064e852cc94a810947441ecda9646f,0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13,0x6b75d8AF000000e20B7a7DDf000Ba900b4009A80,188630,229668338910,3.2367797331e-8
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x9d9761256a8f142754720a17ca6922f70ab7dd5a1be044adb6fb8ac645853263,0x6A32729aE1A19F0CaFd468d0082A1A9355167692,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,150549,269444316020,13
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xdaf9d59d976a967333a9529b95770b8ad2f93f3c2927694faf81c25640159668,0xF4d197E35ee93B3C72bAf817172C4F48F4727240,0x881D40237659C251811CEC9c364ef91dC08D300C,225108,229968338910,0.9
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x7fa33a52c6f2058a85446420a3367bcd91aea2e35efdc4ca648e3682131d8cc8,0xF76EbE6341DD9Dc880596ee1CCCffB4938Db14e3,0x881D40237659C251811CEC9c364ef91dC08D300C,206446,229968338910,20
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x3444d1d75d99e30e3c71182411a5cc377715529940d557a1661a8b9de7372914,0xae2Fc483527B8EF99EB5D9B44875F005ba1FaE13,0x6b75d8AF000000e20B7a7DDf000Ba900b4009A80,120115,13396880428241,8.388753055e-9
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x39fca277e2d8b362e279d15b1369ed29fd5f4a2a42c09fbc671189ab63e5226e,0xbaCF6749F212334C0a7576C3F71Fca631D55a090,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,241652,258178338910,0.2
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x31b3499dce169c2479903c1066e63883e77e4da64eff0e7e1a3fa3bdf2cc541a,0xEdf2D8C1Ba3FBA4C758ca78173c0779ce0362a0A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2500000,255000000000,3
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x7e3f5c08da2342fd50e07d415e4719c7fd33189567662fa52a4c2c57ff0906cb,0x3f7Fbf5cb7cf686b5520eFf65D4e12D38CeF050E,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,209232,231668338910,0.216
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xd09ba103e042f83b1d969505b442eaeb12d7703192a8c63984036459ca15d79d,0x4bf081180272D3d736836eD52977BEaAE02Ad649,0x400900032E970DE2Dcf81F7E430569099d36ADAd,350000,446707193368,0.007795198025782372
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x26facaecc9840364bf66639353bc4f594e7b1b2c6867ff253af244af8957eb0a,0x7b9d4D8772b8705dDc7456Daf821c3022DDa0504,0x400900032E970DE2Dcf81F7E430569099d36ADAd,800000,446707193368,0.007017233494579434
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x92e524a739e33c66034ce2deece6de7d0334eb60dcee4b4da652e3cfb608e32d,0x46340b20830761efd32832A74d7169B29FEB9758,0x05070937E4F65FF47573dF2FfEcC8E863A2261Cb,350000,340680091587,0.05823
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x10ea89a7eb518c1808a8dc91b756f8bea789eae8d78a2d351fc5dc2a97ab8d78,0x4a96708DA99A24CE9C1E604806A6f4806A87E06C,0x6dfc34609a05bC22319fA4Cce1d1E2929548c0D7,21000,283910000000,0.02423368
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x66d789b5feeeb2289c9f6c42f42acbae1555427cf459e0ccd62b8b2389f2a0f3,0xeA216007c482a6fe0f052E9C06AF4225b8351BF9,0xa8431bf6b60bBB7B05972D32106cc2cA704302D5,21000,274800000000,0.04
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xc7318b57b8a907a19d5bd796d7b06d39512c15e3bf42c104f279e38923dc1fd3,0xf19E57Ea21729DEcD05d5c7a581F148cCF17E1F5,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,500000,240437702625,0.21785368240108452
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x877396670613bd831bdfbf4ca61358eb060ba2b9c0fbcbb8b6b05cb66b421cb1,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x1bCc4BD8815cf3d7bcA197685C4759e07bDFe754,105000,239668338910,0.029201
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xce16aceb59d97c7959ca189c4a2fd2ba9fa1543630c9d00312d1e97752b4ec7c,0x151B381058f91cF871E7eA1eE83c45326F61e96D,0x77E7177C14BE2E4336dBF410C25da8A3C15CE45a,21000,235660338910,0.0113
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x06361ce8e9edfb05524e3d4f2e993b924283ba68cc02a85122f92f043905f265,0xB287eaC48aB21c5FB1d3723830d60b4c797555B0,0xdB5c5510d2CA7dE203328128b3400C05e3C84297,21000,235660338910,0.0439
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x568efab0b8cfde149bd45bc437b4b89299886b29695c4171aacd9ef19af5e189,0xd108FD0E8c8E71552a167E7a44FF1d345D233BA6,0xe0F874313Ea3c943Ac90F4E15350772ccb670236,21000,235660338910,0.382
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x46c5a152e461da5db80aa0269f09badb17de1c4ac38481584a2347be9e2aaf47,0xDeDa27112fE87E8ea5D209Ee2cf8f276FA6f6164,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,207769,235314742226,0.4
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xed545d78f69c5edd069b479734e72c70c944b54f64b821d06a7d3cc0420a3840,0x963737C550E70FFe4D59464542a28604eDb2eF9a,0x8e44Dc700A57186dD52A2e50a04F661f4fBd5865,21000,235181338910,2.25574434
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xbe9241d5eab92cf9402f0e5b752d71deb70ee1819a8cd07528124d920cf1d3fa,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0xa0800A288D3D589f4c62b70543bf8275084990E5,80000,235150255259,0.2480075
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x2231b32f8a31adac938b7c82e65238d732107dfc23b9698b8d74ce94c870b586,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0x292Ab873236A2124b9f7AA3E4203cD053Fb7f6b8,80000,235150255259,0.908744
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xac05aabf5c6832370512d45ec020c4ca3bc1194c533aa75244a8e609eed56f01,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0x42E20BEBA2e5B0a3d1Ce4a969b4Fcd965897620C,80000,235150255259,0.1504148
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x38240d1193d1f14cb517ba844c16cdf76522086682619b5ca20c4bbd74c75cdc,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0x5dd639c9d00f5f76B102c3d614875D7CdE78e80b,80000,235150255259,0.01
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xb1a01a71b2e2ad3d41786920b252e1cd2920e4aa80311a51fa11155667ae2e74,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0x299DC2eC8CCb3AD81299221CcAf8baAFec428B4E,80000,235150255259,2.45303022
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x9a5f37d26cef67cdb45661df51ec2deb25941e7aedc6ff87d4f145106f119e2f,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0xdF5D7310278194fFBC92f495B96f1851E15d8e8f,80000,235150255259,0.287481
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xbf4c4e3712e745973657badfec7fc2f2f95c925dd5c94b466dc2c5ad3996054f,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0x68FA3024B3152622271B7f03550ebD3f7A5Ff736,80000,235150255259,0.5007214
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x816aa7f9ed89e61aaa37f7180d04240daf2402834785e3ecabb6463e9901f6ff,0xcaD621da75a66c7A8f4FF86D30A2bF981Bfc8FdD,0xf247a7D539B2E1dc0a2ddD995D4874345E3fAEDc,80000,235150255259,0.02011345
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x2cf7d9ad046dd89930c501535044ee3c1f171e59b67aaa4ef1430c95af2c7bff,0x7371F0a8797227EEf1278279D31E4F84DB17493a,0x346a38cE03E0640Cb2cBB9d1C28dcDC9B98Fdf57,21000,234610000000,0.20319058182837
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xc377f45e172b1df8534265b02e01c51985f9dfb39a9b30d8b5030bcb840f4cfc,0xab971C255E7EB2c5eA56fDd3ec4D7867b3e99dB6,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,177420,233811950808,0.05
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x562b0e5f426ae384682a3cd7ac344b578db52a7a87321727b2807dd99ea17938,0x8C31bb96205a515b666b0Cae30Ce492afb943aD2,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,297818,232668338910,0.5
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x6a4456c3556671985fa8a58444f6d29ab11a500e304818e05e0796b9b09fc1c1,0x3120C6FDe84d0099C58B5D2eebed5E9D10bd2b5f,0xa4844571f8d1Dfe89cA54DFb29474F3346734956,403921,232168338910,0.3
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xbb5d896bed764998eb145f827933e3051fffcff66496f66ab2c9fb674c06655f,0x56de1961fDA5454E6F8e6D0e3124fF648FD69400,0xfe21fb34B0161b53ce0e0C254340f34BCeB63166,50000,231669338910,0.04717911
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x799d19e3da661aa2c97e74b9ac4d110ee3b6932a18630f9280f7ca4e335dbd76,0xc0a7d8951BF8780eF543408D431450e2be3E92D8,0x4a67F0E4A77e0248193d4e43e5fdED07460f19e1,21000,231668338910,0.03452612888110681
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x4f913f5c16682c11ed6df3f353d1efee58ad62f8303ff186cd49b13073e60fd9,0x2610871552083015844cBF4157a26f502d999265,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.80396411467215
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x7fa1ff1a286d577beefde8172d1ca8c9ca8e225eaedf73d682e1c7a92fa3e18d,0xA792f70C4F35ECAca6D1B023FadF434a00Ef3dD6,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.510261386731264
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x306e63180d24a348d0dd3e996535a9cc56ed5b2c72ac437fa2678263d375c58b,0x1E867C8df0a7B7A650e371c73A3394712A7D77b4,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.494053311538811
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x0588bb7a95204c124f390e1ceebbc556f9885f3c73787354e97dedb01830991d,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xb2f96872F280e3c46e96Faaf2ce05054D2Cd9De9,207128,231668338910,0.00820802
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xaf5173f8d2ce0784bbc0d2daa1bf7fccd7c3b43fefb548fd51be1326aed2a7aa,0x4976A4A02f38326660D17bf34b431dC6e2eb2327,0x8BA95416d28Ed4fb3D40faB0ee705c8b81F5F0e6,207128,231668338910,0.3360191
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x3a552598fb568d859ba0ad294627be5c1e296049a467b97ffed45633ddafc41d,0x9696f59E4d72E237BE84fFD425DCaD154Bf96976,0xAcB6a17E53E018cd96Aee4CD5Dce7C6E8c2872Ea,207128,231668338910,0.4991817
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x3f7ae0c799f2d6e51349b9b7b50cf02ef8f10850cd2177fef2b083b6d40fe464,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0x4E854D2C019A4059f48c5a3E9aBa9aC9f5F33e8E,207128,231668338910,0.08736496
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x58e4a7f8897852f52b077e5bd233605d94422c6a880bc9f6fd83b63852d61804,0x28C6c06298d514Db089934071355E5743bf21d60,0xd60F6902402E627c2CF246bF18A85e8eC32B1b6a,207128,231668338910,0.03698
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x372a95d983603f3d988c62cbd02c769128869e96bc7f7c47d4129ccf3c79c771,0x56Eddb7aa87536c09CCc2793473599fD21A8b17F,0xAac76aFec40e0d3bcB91FD57c29d84b4fcB50909,207128,231668338910,0.7387387
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xd73b657e23587ee1804dbde6afdd2073995844371b5ee751529d3d1ab537a92a,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0x180983BBb38BEc0145901330E9E4668ACAC75e27,207128,231668338910,0.2743036
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x5345400de21cbe03607f9e76084a42c4dbfbf83fa5ea187a8a3ecad6f1bc54c1,0x4976A4A02f38326660D17bf34b431dC6e2eb2327,0x5ACFdD8273c86D8753261Ef1BaB78e41A516cB99,207128,231668338910,0.3130648
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x304e80227e08b35f5fbd05801d7a79edfe05e02ac2a3ad814d5c382f1d08d957,0xFcCC9F861E2BA2330A3f7ef1bc86a6529fd72338,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.479565728076673
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x8c438bc886241aba42b9304fd55b672ae63b36341ecdd790cdf11ccd3a1b23cb,0x77A311116aB0CF9490AE695E689867C3A946Ec78,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.4274077937206317
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xd3acda8db3a93985294ef7e922a6677610f708a57cb067a1483668050a27cca6,0x7884bd66E45f5bC4AD8bA768Ec28C88fF25544ea,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.41574516545212037
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x45a8e6360ce4a9b036f2f7bdc7bfc0bd8ec6e70419259a0700c442016775c447,0xa7308BB8951B4E9Bc28295473768DF272ba21d68,0x7563758243A262E96880F178aeE7817DcF47Ab0f,21000,231668338910,0.356608335340923
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xaac95d2ec4b32de877ba4783935ffabf2e2b470bcaa6abc122962da50fce87e1,0xE714226eDAF8771E798DDC1B125B4dAb14E401D4,0xCac0F1A06D3f02397Cfb6D7077321d73b504916e,53000,231168338910,0.01
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x010ae44c6d3cc844c54c11bc1aa68b31262b88c9cc8fc93d9aa94644540c06c4,0xE291cc3e5b9e0C9b37c9FBDd549aBf3B5c0ad342,0x0e4902bBf5c88cE8154e3543B5aF0280BB7aFeD0,21000,230668338910,0.21629911984245997
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x8ce02c5d44643e7903cdf21f6f5945cc81699ee7b48d95ff4d1411ef9977ecdc,0x6653fadDA05df8108e82d6694fa368172549BCbc,0x60663A972FD1eDe556eC9f395ccE500d92C3A730,130324,230668338910,0.000777
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xbc520d9992997230b566acf490ebb846130218862a3258c4c1c279f04b873aa4,0x88f89Fd0463206023B094eBe8e151057E218fc94,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,224014,230668338910,0.4
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xc7997d9943ef2bbebc91e4f56f08461997114cb899a641ea799192a7611328f4,0x8751e4D10989c0E81f5D8366Bf5aAACFf1D976D8,0x30E53Ec75DBD8C37e8Ec643eA741F531C2c54538,21000,230668338910,0.048
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x84c74047b86a8f878d83512c6d92ec8e4760fce377b4b5fd2263af191725e84e,0x85a885fbB00F29FB8eC00394F27587Ffdab0964B,0x2C0b158A59355F3AdF30aa1E126Ea8D962F0D786,21000,230468338910,0.08384493810026923
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xe61d7c4cc75f7a37f2c511d921d95b199869bc05717edfca3564584ad69c6056,0x3e9dd8088Fe88472621f67Ac502b784f0D852b71,0x11a2e73BADA26f184e3d508186085C72217Dc014,244770,229968338910,0.4
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xe64db9725420fe409e2ee1a078e6b2de3194e57bc5afdff0e98f8d958c8a3c88,0x425Dfe6A77a3Ab577E94Bd3fA30586b31e7244EF,0x881D40237659C251811CEC9c364ef91dC08D300C,225083,229968338910,0.5
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x13f32fe39f53c6001db2377d17cbc7f7feaa4d166059f2d12e19d57bf07e01ed,0xf8C58c71d573ba4b6421533cC5C0DBA96cd6BAcc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,30732,229968338910,0.11
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0x85c11b7569cb9cd2b146b6b86d0bcc126c2be33ce711aea625778cf110f2bee3,0x74fbf5149FE8220822D23348ac42345bD11a1716,0x230d0c67a43fb5C62B9975114c9C89A0DcE2C597,21000,229768338910,0.019
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xfc40a64bcfe5b5707f467e288a78807184eaeb5a4ebc9a1e74dcd77c8603be4a,0xB6EDBdf0FEf0254F492296306987CD54dc77c084,0xcb4A31f971534840D82cDc718ec12DDd71Dc2799,21000,229768338910,1.002337792326862
0x00f0ea48dff1a9cf9b8f9af9a39eed3cd8bb9dec93d32b6ac7d2705aedce1a93,0xacc2f14f48cab1cd825639e9226575032144580e944022239c1f1a0ab2361ebb,0xF8Ed4F3631947fAE3dF1E3164348a2b579Bcfe9e,0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B,217722,229768338910,0.05
